Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0,WEC_SDGE_naturalgas_ccccsavgcf_0.0,WEC_SDGE_naturalgas_ccavgcf_0.0,WEC_SDGE_naturalgas_ctavgcf_0.0,WEC_SDGE_battery_0.0,WEC_SDGE_naturalgas_ccs100_0.0,WEC_SDGE_landbasedwind_ltrg1_1.0,WEC_SDGE_landbasedwind_ltrg1_2.0,WEC_SDGE_utilitypv_losangeles_1.0,WEC_SDGE_utilitypv_losangeles_2.0
941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1471,0.2167,0,1,1,1,1,1,0.046147533,0.201011524,0,0
942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1339,0.2167,0,1,1,1,1,1,0.120162204,0.151660517,0,0
943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1335,0.2167,0,1,1,1,1,1,0.105606377,0.155607373,0,0
944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1414,0.2167,0,1,1,1,1,1,0.329545498,0.14074263,0,0
945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2502,0.2167,0,1,1,1,1,1,0.320895135,0.308179677,0,0
946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1488,0.2167,0,1,1,1,1,1,0.169776708,0.159928411,0,0
947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1791,0.2167,0,1,1,1,1,1,0.173442975,0.227422297,0,0
948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1347,0.2167,0,1,1,1,1,1,0.111066967,0.169085175,0,0
949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0656,0.2167,0,1,1,1,1,1,0.078738958,0.110810019,0,0
950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0585,0.2167,0,1,1,1,1,1,0.081361018,0.103586406,0,0
951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0311,0.2167,0,1,1,1,1,1,0.107278436,0.088296562,0,0
952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0432,0.2167,0.158,1,1,1,1,1,0.133097053,0.134699911,0.271873355,0.261052191
953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0183,0.2167,0.4125,1,1,1,1,1,0.147008687,0.108913615,0.612059712,0.601359367
954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0715,0.2167,0.5784,1,1,1,1,1,0.041810803,0.133952841,0.813821435,0.807007909
955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0655,0.2167,0.6825,1,1,1,1,1,0.017744223,0.095057189,0.924459457,0.918058515
956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0686,0.2167,0.7323,1,1,1,1,1,0.032802537,0.077920526,0.969593406,0.965530753
957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0328,0.2167,0.7436,1,1,1,1,1,0.028568957,0.031918198,0.977679372,0.974045336
958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0879,0.2167,0.7448,1,1,1,1,1,0.072018176,0.086622164,0.976591825,0.974561453
959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0503,0.2167,0.7133,1,1,1,1,1,0.018335547,0.052741833,0.943996429,0.944325507
960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0913,0.2167,0.6066,1,1,1,1,1,0.053000521,0.091486692,0.829752803,0.828609586
961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0603,0.2167,0.4408,1,1,1,1,1,0.049280982,0.0738215,0.630093217,0.629732013
962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0104,0.2167,0.1791,1,1,1,1,1,0.010701518,0.005490004,0.290018052,0.29181993
963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0032,0.2167,0,1,1,1,1,1,0.026130091,0.006304794,0,0
964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0201,0.2167,0,1,1,1,1,1,0.079404309,0.002328874,0,0
965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0472,0.2167,0,1,1,1,1,1,0.105726942,0.063218661,0,0
966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0546,0.2167,0,1,1,1,1,1,0.17140016,0.079272024,0,0
967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0362,0.2167,0,1,1,1,1,1,0.092563279,0.055643592,0,0
968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0113,0.2167,0,1,1,1,1,1,0.028590864,0.011911885,0,0
969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0068,0.2167,0,1,1,1,1,1,0.009480509,0.001804128,0,0
970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0151,0.2167,0,1,1,1,1,1,0.014453696,0,0,0
971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0207,0.2167,0,1,1,1,1,1,0.068943299,0.009011135,0,0
972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0653,0.2167,0,1,1,1,1,1,0.120476365,0.050155647,0,0
973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0814,0.2167,0,1,1,1,1,1,0.128217995,0.079855226,0,0
974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0623,0.2167,0,1,1,1,1,1,0.101785809,0.052321211,0,0
975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0606,0.2167,0,1,1,1,1,1,0.249824226,0.042144071,0,0
976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2621,0.2167,0.1742,1,1,1,1,1,0.500509739,0.261331528,0.300481915,0.288458169
977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2185,0.2167,0.4264,1,1,1,1,1,0.298021674,0.255268812,0.633098245,0.626355886
978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025,0.2167,0.5888,1,1,1,1,1,0.027549252,0.059229054,0.824115098,0.817137003
979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2167,0.691,1,1,1,1,1,0,0.005803309,0.929965973,0.923327148
980,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2167,0.7389,1,1,1,1,1,0,0,0.976041317,0.969141126
981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0089,0.2167,0.7531,1,1,1,1,1,0.040627178,0,0.985426903,0.979076743
982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0412,0.2167,0.7738,1,1,1,1,1,0.059690371,0.004313566,1,0.998865247
983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0287,0.2167,0.7231,1,1,1,1,1,0.04225475,0.004505224,0.959582686,0.95221144
984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0441,0.2167,0.6153,1,1,1,1,1,0.034995057,0.011480354,0.848795891,0.846333742
985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0689,0.2167,0.4479,1,1,1,1,1,0.037381817,0.026922964,0.647493064,0.636463344
986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063,0.2167,0.1839,1,1,1,1,1,0.055912711,0.033668377,0.305937052,0.294714272
987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1187,0.2167,0,1,1,1,1,1,0.114332341,0.074162826,0,0
988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1168,0.2167,0,1,1,1,1,1,0.20461975,0.057981908,0,0
989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1963,0.2167,0,1,1,1,1,1,0.402199686,0.142983496,0,0
990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.187,0.2167,0,1,1,1,1,1,0.505502343,0.126779661,0,0
991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2867,0.2167,0,1,1,1,1,1,0.567260385,0.222299203,0,0
992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4053,0.2167,0,1,1,1,1,1,0.698683023,0.374831736,0,0
993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.486,0.2167,0,1,1,1,1,1,0.780979872,0.497811019,0,0
994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.515,0.2167,0,1,1,1,1,1,0.784114122,0.533188105,0,0
995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6275,0.2167,0,1,1,1,1,1,0.873476505,0.690447867,0,0
996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5675,0.2167,0,1,1,1,1,1,0.896145225,0.606827855,0,0
997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6063,0.2167,0,1,1,1,1,1,0.89532733,0.633869529,0,0
998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5796,0.2167,0,1,1,1,1,1,0.879667282,0.531933904,0,0
999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5278,0.2167,0,1,1,1,1,1,0.881201982,0.526771426,0,0
1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5088,0.2167,0.0789,1,1,1,1,1,0.849000692,0.536927283,0.175800592,0.124033794
1001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4849,0.2167,0.2525,1,1,1,1,1,0.801861525,0.490276247,0.261452973,0.275834352
1002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5113,0.2167,0.4793,1,1,1,1,1,0.827939868,0.567095876,0.345982909,0.429195583
1003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.52,0.2167,0.5936,1,1,1,1,1,0.760859489,0.529116869,0.5340119,0.66384685
1004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6013,0.2167,0.6305,1,1,1,1,1,0.789568305,0.623740017,0.644439936,0.755756855
1005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6471,0.2167,0.6934,1,1,1,1,1,0.802652597,0.689633846,0.83009851,0.827500522
1006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5885,0.2167,0.6773,1,1,1,1,1,0.71909821,0.658851743,0.756702304,0.824038506
1007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6803,0.2167,0.604,1,1,1,1,1,0.794513941,0.744888902,0.533753037,0.654969811
1008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6134,0.2167,0.5321,1,1,1,1,1,0.793030977,0.66626662,0.571300209,0.60451901
1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5854,0.2167,0.4097,1,1,1,1,1,0.788465142,0.640215635,0.450129479,0.466570169
1010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5284,0.2167,0.1519,1,1,1,1,1,0.748915136,0.587449372,0.254546344,0.168261081
1011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4453,0.2167,0,1,1,1,1,1,0.775515378,0.466832519,0,0
1012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4903,0.2167,0,1,1,1,1,1,0.818653822,0.505416453,0,0
1013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6154,0.2167,0,1,1,1,1,1,0.8395648,0.64516741,0,0
1014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6772,0.2167,0,1,1,1,1,1,0.873101592,0.731322765,0,0
1015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7092,0.2167,0,1,1,1,1,1,0.88484478,0.72967869,0,0
1016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7665,0.2167,0,1,1,1,1,1,0.895568252,0.796067595,0,0
1017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7517,0.2167,0,1,1,1,1,1,0.894157052,0.78325367,0,0
1018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7363,0.2167,0,1,1,1,1,1,0.889809966,0.767459393,0,0
1019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7173,0.2167,0,1,1,1,1,1,0.892773271,0.732350707,0,0
1020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7091,0.2167,0,1,1,1,1,1,0.901625633,0.725290656,0,0
1021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7175,0.2167,0,1,1,1,1,1,0.905479193,0.743676007,0,0
1022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6379,0.2167,0,1,1,1,1,1,0.869268179,0.641930699,0,0
1023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6357,0.2167,0,1,1,1,1,1,0.868925095,0.66578269,0,0
1024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5737,0.2167,0.1091,1,1,1,1,1,0.807253659,0.58455348,0.111933626,0.119515553
1025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.429,0.2167,0.3519,1,1,1,1,1,0.600866616,0.435786486,0.336963236,0.366478562
1026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6661,0.2167,0.4925,1,1,1,1,1,0.848200083,0.68655479,0.398319572,0.523354888
1027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4842,0.2167,0.6033,1,1,1,1,1,0.67177093,0.522112727,0.557044327,0.656870186
1028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6005,0.2167,0.6309,1,1,1,1,1,0.7160936,0.62545687,0.687290907,0.735523641
1029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5427,0.2167,0.6333,1,1,1,1,1,0.692352176,0.578359187,0.716012418,0.729565501
1030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5086,0.2167,0.6293,1,1,1,1,1,0.651929021,0.527772069,0.635564566,0.694427431
1031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.434,0.2167,0.5668,1,1,1,1,1,0.646724105,0.403889239,0.511374474,0.588239908
1032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3655,0.2167,0.5246,1,1,1,1,1,0.561105847,0.343516469,0.562124908,0.545449197
1033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3851,0.2167,0.3592,1,1,1,1,1,0.691308141,0.357545555,0.385749847,0.446490049
1034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4608,0.2167,0.1218,1,1,1,1,1,0.742443562,0.458240151,0.087122135,0.172270998
1035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2947,0.2167,0,1,1,1,1,1,0.534973502,0.280337453,0,0
1036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4486,0.2167,0,1,1,1,1,1,0.71230197,0.455270171,0,0
1037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4993,0.2167,0,1,1,1,1,1,0.742031574,0.502966583,0,0
1038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5648,0.2167,0,1,1,1,1,1,0.802651584,0.584676623,0,0
1039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7123,0.2167,0,1,1,1,1,1,0.894161642,0.729202092,0,0
1040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7333,0.2167,0,1,1,1,1,1,0.897295594,0.761318982,0,0
1041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5231,0.2167,0,1,1,1,1,1,0.817253053,0.513152838,0,0
1042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4775,0.2167,0,1,1,1,1,1,0.842671216,0.447831333,0,0
1043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4079,0.2167,0,1,1,1,1,1,0.793761849,0.355985105,0,0
1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4379,0.2167,0,1,1,1,1,1,0.780843973,0.348319471,0,0
1045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5351,0.2167,0,1,1,1,1,1,0.848101079,0.495738566,0,0
1046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5866,0.2167,0,1,1,1,1,1,0.858030915,0.553320527,0,0
1047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6406,0.2167,0,1,1,1,1,1,0.841247797,0.665501475,0,0
1048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4994,0.2167,0.0665,1,1,1,1,1,0.796628594,0.514786422,0.024324639,0.105364248
1049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2575,0.2167,0.3198,1,1,1,1,1,0.408545464,0.248309553,0.409807503,0.412903339
1050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6171,0.2167,0.4539,1,1,1,1,1,0.802652717,0.6097247,0.626528144,0.608504236
1051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5132,0.2167,0.5298,1,1,1,1,1,0.765805006,0.525227964,0.614535451,0.647151947
1052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4414,0.2167,0.5415,1,1,1,1,1,0.602888227,0.417431325,0.607341409,0.67702347
1053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6798,0.2167,0.5414,1,1,1,1,1,0.83228159,0.698575974,0.560905993,0.617733657
1054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.601,0.2167,0.5205,1,1,1,1,1,0.792760015,0.64941448,0.502562582,0.572490633
1055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4741,0.2167,0.5207,1,1,1,1,1,0.659766257,0.471054733,0.345235139,0.522285938
1056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7268,0.2167,0.4878,1,1,1,1,1,0.815813541,0.744382381,0.355102777,0.534808099
1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8605,0.2167,0.3764,1,1,1,1,1,0.865906894,0.873819888,0.277935028,0.421663195
1058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8694,0.2167,0.1294,1,1,1,1,1,0.870480716,0.872487903,0.007047104,0.057471491
1059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8743,0.2167,0,1,1,1,1,1,0.793739438,0.828515887,0,0
1060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8768,0.2167,0,1,1,1,1,1,0.777986646,0.82022655,0,0
1061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,0.2167,0,1,1,1,1,1,0.895745277,0.845282912,0,0
1062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8859,0.2167,0,1,1,1,1,1,0.906413078,0.847523451,0,0
1063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8884,0.2167,0,1,1,1,1,1,0.909689188,0.859877706,0,0
1064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.2167,0,1,1,1,1,1,0.908685982,0.860015273,0,0
1065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8571,0.2167,0,1,1,1,1,1,0.902492225,0.853273451,0,0
1066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7223,0.2167,0,1,1,1,1,1,0.819702268,0.731453776,0,0
1067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8133,0.2167,0,1,1,1,1,1,0.851478815,0.843768597,0,0
1068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6324,0.2167,0,1,1,1,1,1,0.771526337,0.665273428,0,0
1069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3966,0.2167,0,1,1,1,1,1,0.658056378,0.395735741,0,0
1070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2582,0.2167,0,1,1,1,1,1,0.534711838,0.23888436,0,0
1071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3065,0.2167,0,1,1,1,1,1,0.606322229,0.311564833,0,0
1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3477,0.2167,0.1082,1,1,1,1,1,0.585684299,0.408539683,0.100874849,0.086123295
1073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4579,0.2167,0.3552,1,1,1,1,1,0.446262449,0.544523716,0.329708099,0.34443748
1074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6419,0.2167,0.5495,1,1,1,1,1,0.579498529,0.6508407,0.651952207,0.706766367
1075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4202,0.2167,0.6628,1,1,1,1,1,0.502216458,0.362564683,0.804917455,0.80503726
1076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3684,0.2167,0.6813,1,1,1,1,1,0.49457109,0.337279499,0.810389519,0.80058682
1077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5127,0.2167,0.6889,1,1,1,1,1,0.637736559,0.509875059,0.814919829,0.787228942
1078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4222,0.2167,0.7088,1,1,1,1,1,0.601117611,0.388237238,0.816808343,0.82660675
1079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4215,0.2167,0.6543,1,1,1,1,1,0.690938115,0.42925325,0.788319588,0.788321376
1080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4745,0.2167,0.5575,1,1,1,1,1,0.687287688,0.523054242,0.720378995,0.712723136
1081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4252,0.2167,0.3939,1,1,1,1,1,0.647708297,0.472193718,0.518644392,0.546561837
1082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2366,0.2167,0.1533,1,1,1,1,1,0.344907522,0.229041725,0.201255828,0.23854512
1083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1846,0.2167,0,1,1,1,1,1,0.321276695,0.181831211,0,0
1084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4141,0.2167,0,1,1,1,1,1,0.549791157,0.417308897,0,0
1085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2916,0.2167,0,1,1,1,1,1,0.559155703,0.269007295,0,0
1086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2524,0.2167,0,1,1,1,1,1,0.543345273,0.249862283,0,0
1087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2677,0.2167,0,1,1,1,1,1,0.510279119,0.209636405,0,0
1088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2756,0.2167,0,1,1,1,1,1,0.545136034,0.219949633,0,0
1089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3161,0.2167,0,1,1,1,1,1,0.587424397,0.277901947,0,0
1090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3263,0.2167,0,1,1,1,1,1,0.598573029,0.27377665,0,0
1091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3405,0.2167,0,1,1,1,1,1,0.614698291,0.315110266,0,0
1092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2342,0.2167,0,1,1,1,1,1,0.523687661,0.194674969,0,0
1093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2868,0.2167,0,1,1,1,1,1,0.564577281,0.222763598,0,0
1094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4867,0.2167,0,1,1,1,1,1,0.630933464,0.465703428,0,0
1095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4182,0.2167,0,1,1,1,1,1,0.69330442,0.41486764,0,0
1096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4329,0.2167,0.1231,1,1,1,1,1,0.645907998,0.384267807,0.172801852,0.156136662
1097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2094,0.2167,0.3575,1,1,1,1,1,0.200273141,0.176403195,0.498775125,0.487261951
1098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4849,0.2167,0.4987,1,1,1,1,1,0.399182916,0.442710847,0.644762397,0.654606581
1099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6252,0.2167,0.5967,1,1,1,1,1,0.46912241,0.604784846,0.697125733,0.707663417
1100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5808,0.2167,0.5796,1,1,1,1,1,0.375172377,0.582791448,0.61557126,0.693979144
1101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7043,0.2167,0.523,1,1,1,1,1,0.55410862,0.706080675,0.523886621,0.642706633
1102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7824,0.2167,0.555,1,1,1,1,1,0.518259466,0.796467304,0.513052642,0.619803667
