Hour,Demand
2498,2069
2499,2101
2500,2237
2501,2276
2502,2060
2503,1828
2504,1658
2505,1577
2506,1512
2507,1462
2508,1494
2509,1593
2510,1751
2511,1898
2512,2133
2513,2408
2514,2606
2515,2700
2516,2526
2517,2277
2518,2211
2519,2153
2520,2099
2521,2099
2522,2139
2523,2142
2524,2278
2525,2279
2526,2047
2527,1769
2528,1529
2529,1393
2530,1344
2531,1387
2532,1488
2533,1661
2534,1964
2535,2266
2536,2560
2537,2699
2538,2784
2539,2795
2540,2870
2541,2886
2542,2829
2543,2767
2544,2715
2545,2628
2546,2532
2547,2456
2548,2570
2549,2554
2550,2271
2551,1933
2552,1652
2553,1511
2554,1448
2555,1458
2556,1547
2557,1711
2558,1998
2559,2297
2560,2607
2561,2761
2562,2872
2563,2923
2564,3030
2565,3042
2566,2992
2567,2921
2568,2850
2569,2743
2570,2587
2571,2542
2572,2613
2573,2618
2574,2345
2575,2028
2576,1789
2577,1650
2578,1575
2579,1526
2580,1572
2581,1717
2582,1964
2583,2252
2584,2573
2585,2847
2586,3053
2587,3214
2588,3079
2589,2891
2590,2885
2591,2831
2592,2766
2593,2716
2594,2655
2595,2589
2596,2636
2597,2639
2598,2374
2599,2063
2600,1800
2601,1705
2602,1598
2603,1553
2604,1604
2605,1751
2606,2011
2607,2295
2608,2625
2609,2878
2610,3094
2611,3245
2612,3121
2613,2950
2614,2950
2615,2912
2616,2870
2617,2841
2618,2768
2619,2685
2620,2717
2621,2713
2622,2459
2623,2138
2624,1870
2625,1741
2626,1629
2627,1563
2628,1589
2629,1736
2630,1986
2631,2277
2632,2595
2633,2893
2634,3161
2635,3361
2636,3289
2637,3160
2638,3171
2639,3163
2640,3141
2641,3103
2642,3019
2643,2915
2644,2859
2645,2803
2646,2554
2647,2251
2648,1987
2649,1825
2650,1699
2651,1610
2652,1630
2653,1730
2654,1888
2655,2026
2656,2310
2657,2649
2658,2949
2659,3156
2660,3096
2661,2971
2662,2993
2663,2995
2664,2993
2665,2992
2666,2942
2667,2878
2668,2849
2669,2781
2670,2526
2671,2214
2672,1951
2673,1809
2674,1705
2675,1615
2676,1627
2677,1716
2678,1861
2679,1969
2680,2224
2681,2541
2682,2815
2683,3020
2684,2955
2685,2841
2686,2853
2687,2870
2688,2870
2689,2871
2690,2901
2691,2812
2692,2802
2693,2756
2694,2543
2695,2286
2696,1984
2697,1718
2698,1597
2699,1594
2700,1646
2701,1818
2702,2100
2703,2383
2704,2686
2705,2867
2706,3012
2707,3064
2708,3173
2709,3204
2710,3170
2711,3098
2712,3003
2713,2897
2714,2766
2715,2655
2716,2683
2717,2672
2718,2429
2719,2116
2720,1780
2721,1554
2722,1506
2723,1527
2724,1589
2725,1728
2726,1999
2727,2287
2728,2584
2729,2751
2730,2872
2731,2936
2732,3029
2733,3082
2734,3059
2735,3002
2736,2924
2737,2819
2738,2649
2739,2596
2740,2661
2741,2673
2742,2399
2743,2062
2744,1795
2745,1667
2746,1595
2747,1559
2748,1582
2749,1718
2750,1992
2751,2284
2752,2631
2753,2917
2754,3141
2755,3262
2756,3144
2757,2981
2758,2965
2759,2907
2760,2836
2761,2767
2762,2671
2763,2631
2764,2678
2765,2650
2766,2367
2767,2037
2768,1802
2769,1699
2770,1607
2771,1554
2772,1584
2773,1752
2774,2000
2775,2275
2776,2601
2777,2871
2778,3071
2779,3197
2780,3032
2781,2802
2782,2765
2783,2679
2784,2604
2785,2550
2786,2487
2787,2438
2788,2517
2789,2605
2790,2415
2791,2109
2792,1843
2793,1790
2794,1842
2795,1858
2796,1870
2797,1958
2798,2129
2799,2281
2800,2582
2801,2856
2802,3065
2803,3202
2804,3032
2805,2824
2806,2796
2807,2744
2808,2676
2809,2637
2810,2570
2811,2503
2812,2528
2813,2577
2814,2362
2815,2111
2816,1874
2817,1728
2818,1616
2819,1556
2820,1581
2821,1703
2822,1877
2823,2033
2824,2308
2825,2624
2826,2884
2827,3045
2828,2909
2829,2729
2830,2674
2831,2622
2832,2577
2833,2578
2834,2547
2835,2524
2836,2528
2837,2524
2838,2299
2839,2034
2840,1803
2841,1696
2842,1599
2843,1531
2844,1554
2845,1660
2846,1801
2847,1923
2848,2160
2849,2466
2850,2723
2851,2857
2852,2754
2853,2594
2854,2593
2855,2586
2856,2574
2857,2576
2858,2615
2859,2564
2860,2583
2861,2569
2862,2306
2863,1982
2864,1696
2865,1546
2866,1505
2867,1519
2868,1590
2869,1770
2870,2089
2871,2352
2872,2633
2873,2841
2874,2989
2875,3080
2876,3210
2877,3265
2878,3258
2879,3204
2880,3141
2881,3031
2882,2919
2883,2803
2884,2817
2885,2827
2886,2594
2887,2284
2888,2015
2889,1913
2890,1843
2891,1855
2892,1851
2893,1931
2894,2144
2895,2400
2896,2709
2897,2883
2898,3008
2899,3052
2900,3150
2901,3167
2902,3123
2903,3042
2904,2943
2905,2823
2906,2650
2907,2619
2908,2658
2909,2664
2910,2424
2911,2118
2912,1910
2913,1850
2914,1755
2915,1738
2916,1775
2917,1856
2918,2067
2919,2327
2920,2658
2921,2947
2922,3172
2923,3323
2924,3140
2925,2906
2926,2871
2927,2814
2928,2732
2929,2681
2930,2628
2931,2586
2932,2634
2933,2645
2934,2397
2935,2080
2936,1830
2937,1727
2938,1662
2939,1613
2940,1654
2941,1843
2942,2172
2943,2388
2944,2640
2945,2910
2946,3117
2947,3231
2948,3077
2949,2887
2950,2865
2951,2819
2952,2764
2953,2727
2954,2667
2955,2621
2956,2648
2957,2669
2958,2419
2959,2117
2960,1886
2961,1760
2962,1654
2963,1628
2964,1676
2965,1794
2966,2029
2967,2300
2968,2635
2969,2908
2970,3118
2971,3227
2972,3075
2973,2873
2974,2861
2975,2825
2976,2778
2977,2719
2978,2638
2979,2575
2980,2579
2981,2609
2982,2402
2983,2141
2984,1906
2985,1769
2986,1657
2987,1613
2988,1641
2989,1747
2990,1914
2991,2065
2992,2326
2993,2615
2994,2840
2995,2979
2996,2832
2997,2656
2998,2627
2999,2598
3000,2559
3001,2546
3002,2511
3003,2483
3004,2472
3005,2484
3006,2266
3007,2035
3008,1825
3009,1709
3010,1623
3011,1556
3012,1587
3013,1686
3014,1832
3015,1951
3016,2198
3017,2493
3018,2751
3019,2923
3020,2790
3021,2605
3022,2587
3023,2573
3024,2554
3025,2553
3026,2586
3027,2544
3028,2557
3029,2576
3030,2319
3031,1998
3032,1723
3033,1569
3034,1501
3035,1531
3036,1620
3037,1781
3038,2050
3039,2338
3040,2678
3041,2887
3042,3049
3043,3130
3044,3280
3045,3360
3046,3340
3047,3298
3048,3249
3049,3179
3050,3058
3051,2927
3052,2887
3053,2866
3054,2567
3055,2197
3056,1876
3057,1672
3058,1595
3059,1620
3060,1689
3061,1850
3062,2108
3063,2384
3064,2712
3065,2923
3066,3084
3067,3155
3068,3292
3069,3361
3070,3382
3071,3351
3072,3316
3073,3246
3074,3087
3075,3008
3076,2938
3077,2905
3078,2620
3079,2286
3080,2005
3081,1891
3082,1765
3083,1666
3084,1681
3085,1824
3086,2050
3087,2345
3088,2711
3089,3018
3090,3304
3091,3528
3092,3458
3093,3312
3094,3342
3095,3353
3096,3341
3097,3308
3098,3226
3099,3127
3100,3032
3101,3006
3102,2722
3103,2348
3104,2049
3105,1905
3106,1784
3107,1720
3108,1745
3109,1879
3110,2092
3111,2368
3112,2719
3113,3029
3114,3306
3115,3489
3116,3366
3117,3190
3118,3204
3119,3187
3120,3141
3121,3120
3122,3032
3123,2921
3124,2869
3125,2864
3126,2600
3127,2254
3128,1961
3129,1818
3130,1747
3131,1699
3132,1731
3133,1868
3134,2089
3135,2331
3136,2677
3137,2982
3138,3245
3139,3439
3140,3316
3141,3141
3142,3164
3143,3165
3144,3144
3145,3107
3146,3032
3147,2924
3148,2840
3149,2819
3150,2572
3151,2258
3152,1999
3153,1857
3154,1744
3155,1680
3156,1707
3157,1806
3158,1968
3159,2111
3160,2398
3161,2746
3162,3019
3163,3215
3164,3090
3165,2927
3166,2929
3167,2932
3168,2908
3169,2909
3170,2885
3171,2824
3172,2744
3173,2708
3174,2495
3175,2217
3176,1969
3177,1835
3178,1737
3179,1674
3180,1687
3181,1776
3182,1901
3183,2003
3184,2275
3185,2610
3186,2887
3187,3042
3188,2934
3189,2779
3190,2789
3191,2786
3192,2780
3193,2801
3194,2829
3195,2753
3196,2695
3197,2687
3198,2460
3199,2133
3200,1836
3201,1635
3202,1602
3203,1622
3204,1707
3205,1863
3206,2112
3207,2390
3208,2736
3209,2964
3210,3134
3211,3211
3212,3364
3213,3439
3214,3444
3215,3393
3216,3343
3217,3253
3218,3129
3219,3002
3220,2925
3221,2910
3222,2623
3223,2254
3224,1927
3225,1732
3226,1671
3227,1676
3228,1737
3229,1896
3230,2148
3231,2418
3232,2742
3233,2933
3234,3111
3235,3150
3236,3296
3237,3360
3238,3375
3239,3335
3240,3294
3241,3216
3242,3049
3243,2959
3244,2885
3245,2890
3246,2637
3247,2289
3248,1995
3249,1861
3250,1765
3251,1710
3252,1733
3253,1877
3254,2085
3255,2365
3256,2715
3257,3020
3258,3282
3259,3498
3260,3436
3261,3295
3262,3344
3263,3375
3264,3372
3265,3363
3266,3300
3267,3204
3268,3084
3269,3047
3270,2764
3271,2401
3272,2089
3273,1944
3274,1840
3275,1771
3276,1793
3277,1931
3278,2147
3279,2418
3280,2759
3281,3058
3282,3335
3283,3542
3284,3452
3285,3297
3286,3332
3287,3314
3288,3283
3289,3238
3290,3138
3291,3024
3292,2918
3293,2888
3294,2646
3295,2315
3296,2019
3297,1869
3298,1799
3299,1740
3300,1779
3301,1927
3302,2131
3303,2376
3304,2698
3305,2989
3306,3240
3307,3404
3308,3269
3309,3052
3310,3026
3311,3025
3312,2977
3313,2933
3314,2867
3315,2771
3316,2712
3317,2709
3318,2517
3319,2237
3320,1980
3321,1831
3322,1735
3323,1689
3324,1702
3325,1817
3326,1965
3327,2098
3328,2386
3329,2698
3330,2976
3331,3165
3332,3055
3333,2885
3334,2889
3335,2885
3336,2884
3337,2880
3338,2847
3339,2796
3340,2732
3341,2713
3342,2503
3343,2225
3344,1994
3345,1869
3346,1751
3347,1673
3348,1707
3349,1800
3350,1923
3351,2042
3352,2287
3353,2613
3354,2915
3355,3137
3356,3062
3357,2940
3358,2993
3359,3037
3360,3075
3361,3106
3362,3145
3363,3034
3364,2904
3365,2837
3366,2593
3367,2240
3368,1925
3369,1735
3370,1679
3371,1688
3372,1757
3373,1925
3374,2180
3375,2453
3376,2788
3377,3036
3378,3254
3379,3378
3380,3559
3381,3668
3382,3702
3383,3694
3384,3681
3385,3623
3386,3490
3387,3339
3388,3215
3389,3127
3390,2823
3391,2418
3392,2073
3393,1876
3394,1788
3395,1777
3396,1838
3397,1987
3398,2230
3399,2510
3400,2853
3401,3078
3402,3254
3403,3359
3404,3520
3405,3607
3406,3634
3407,3621
3408,3587
3409,3515
3410,3335
3411,3228
3412,3099
3413,3048
3414,2793
3415,2427
3416,2110
3417,1963
3418,1865
3419,1788
3420,1806
3421,1949
3422,2157
3423,2448
3424,2802
3425,3125
3426,3378
3427,3563
3428,3440
3429,3261
3430,3271
3431,3258
3432,3221
3433,3179
3434,3084
3435,2978
3436,2877
3437,2860
3438,2650
3439,2302
3440,2034
3441,1921
3442,1807
3443,1745
3444,1767
3445,1908
3446,2131
3447,2397
3448,2761
3449,3074
3450,3314
3451,3494
3452,3354
3453,3152
3454,3155
3455,3126
3456,3081
3457,3047
3458,2957
3459,2868
3460,2787
3461,2809
3462,2589
3463,2272
3464,2000
3465,1877
3466,1818
3467,1746
3468,1775
3469,1912
3470,2119
3471,2373
3472,2678
3473,2985
3474,3210
3475,3346
3476,3178
3477,2954
3478,2912
3479,2828
3480,2730
3481,2646
3482,2545
3483,2480
3484,2451
3485,2487
3486,2319
3487,2070
3488,1852
3489,1751
3490,1656
3491,1610
3492,1637
3493,1756
3494,1902
3495,2026
3496,2301
3497,2604
3498,2803
3499,2938
3500,2764
3501,2561
3502,2502
3503,2443
3504,2387
3505,2359
3506,2335
3507,2300
3508,2293
3509,2335
3510,2184
3511,1959
3512,1790
3513,1731
3514,1640
3515,1607
3516,1624
3517,1713
3518,1842
3519,1936
3520,2173
3521,2479
3522,2696
3523,2812
3524,2665
3525,2474
3526,2466
3527,2419
3528,2384
3529,2394
3530,2440
3531,2390
3532,2363
3533,2381
3534,2215
3535,1971
3536,1750
3537,1611
3538,1553
3539,1570
3540,1642
3541,1775
3542,1950
3543,2093
3544,2310
3545,2513
3546,2669
3547,2751
3548,2882
3549,2956
3550,2917
3551,2880
3552,2850
3553,2803
3554,2744
3555,2669
3556,2611
3557,2610
3558,2441
3559,2138
3560,1855
3561,1709
3562,1635
3563,1662
3564,1709
3565,1904
3566,2134
3567,2393
3568,2694
3569,2923
3570,3087
3571,3156
3572,3305
3573,3362
3574,3379
3575,3366
3576,3333
3577,3257
3578,3098
3579,3010
3580,2917
3581,2894
3582,2692
3583,2348
3584,2071
3585,1917
3586,1817
3587,1772
3588,1839
3589,1970
3590,2161
3591,2376
3592,2725
3593,2996
3594,3268
3595,3467
3596,3383
3597,3256
3598,3289
3599,3306
3600,3306
3601,3307
3602,3235
3603,3143
3604,3001
3605,2965
3606,2754
3607,2419
3608,2137
3609,1984
3610,1864
3611,1791
3612,1814
3613,1950
3614,2162
3615,2430
3616,2788
3617,3123
3618,3406
3619,3654
3620,3603
3621,3505
3622,3605
3623,3671
3624,3704
3625,3703
3626,3638
3627,3531
3628,3382
3629,3321
3630,3111
3631,2780
3632,2494
3633,2351
3634,2131
3635,1955
3636,1964
3637,2100
3638,2284
3639,2532
3640,2871
3641,3235
3642,3572
3643,3834
3644,3796
3645,3690
3646,3769
3647,3812
3648,3807
3649,3763
3650,3640
3651,3487
3652,3297
3653,3183
3654,2950
3655,2636
3656,2355
3657,2188
3658,2046
3659,1947
3660,1945
3661,2012
3662,2130
3663,2288
3664,2555
3665,2906
3666,3238
3667,3421
3668,3330
3669,3160
3670,3162
3671,3161
3672,3150
3673,3150
3674,3091
3675,3006
3676,2881
3677,2859
3678,2727
3679,2523
3680,2369
3681,2273
3682,2167
3683,2079
3684,2043
3685,2023
3686,2054
3687,2109
3688,2338
3689,2667
3690,2980
3691,3172
3692,3090
3693,2933
3694,2936
3695,2919
3696,2906
3697,2933
3698,2964
3699,2877
3700,2794
3701,2778
3702,2610
3703,2300
3704,2004
3705,1812
3706,1728
3707,1715
3708,1791
3709,1963
3710,2231
3711,2508
3712,2814
3713,3010
3714,3195
3715,3265
3716,3380
3717,3416
3718,3393
3719,3335
3720,3257
3721,3160
3722,3011
3723,2887
3724,2815
3725,2789
3726,2573
3727,2263
3728,1993
3729,1834
3730,1745
3731,1755
3732,1815
3733,1970
3734,2214
3735,2447
3736,2752
3737,2945
3738,3100
3739,3133
3740,3215
3741,3242
3742,3252
3743,3166
3744,3115
3745,3020
3746,2866
3747,2751
3748,2679
3749,2706
3750,2520
3751,2205
3752,1981
3753,1909
3754,1846
3755,1811
3756,1852
3757,1979
3758,2164
3759,2356
3760,2663
3761,2945
3762,3218
3763,3375
3764,3253
3765,3064
3766,3076
3767,3080
3768,3051
3769,3036
3770,2962
3771,2900
3772,2808
3773,2785
3774,2594
3775,2309
3776,2077
3777,1971
3778,1857
3779,1809
3780,1826
3781,1958
3782,2130
3783,2343
3784,2689
3785,3026
3786,3312
3787,3510
3788,3413
3789,3251
3790,3289
3791,3302
3792,3289
3793,3271
3794,3193
3795,3105
3796,2984
3797,2983
3798,2843
3799,2582
3800,2345
3801,2176
3802,1995
3803,1885
3804,1887
3805,2054
3806,2183
3807,2374
3808,2722
3809,3055
3810,3345
3811,3533
3812,3413
3813,3240
3814,3247
3815,3230
3816,3204
3817,3170
3818,3072
3819,2974
3820,2861
3821,2798
3822,2654
3823,2404
3824,2196
3825,2040
3826,1979
3827,1889
3828,1895
3829,1979
3830,2088
3831,2210
3832,2428
3833,2742
3834,3028
3835,3188
3836,3068
3837,2882
3838,2852
3839,2817
3840,2797
3841,2795
3842,2759
3843,2702
3844,2618
3845,2631
3846,2525
3847,2348
3848,2182
3849,2133
3850,2064
3851,2046
3852,2056
3853,2099
3854,2110
3855,2097
3856,2307
3857,2572
3858,2833
3859,3001
3860,2914
3861,2774
3862,2792
3863,2820
3864,2847
3865,2901
3866,2961
3867,2894
3868,2817
3869,2756
3870,2564
3871,2277
3872,2021
3873,1879
3874,1794
3875,1792
3876,1913
3877,2069
3878,2271
3879,2463
3880,2732
3881,2982
3882,3198
3883,3331
3884,3517
3885,3612
3886,3676
3887,3698
3888,3680
3889,3628
3890,3515
3891,3376
3892,3245
3893,3167
3894,2947
3895,2610
3896,2343
3897,2190
3898,2110
3899,2072
3900,2119
3901,2223
3902,2422
3903,2603
3904,2854
3905,3077
3906,3268
3907,3405
3908,3606
3909,3710
3910,3767
3911,3783
3912,3770
3913,3717
3914,3534
3915,3433
3916,3272
3917,3180
3918,2951
3919,2621
3920,2398
3921,2199
3922,2092
3923,2012
3924,2022
3925,2154
3926,2310
3927,2502
3928,2817
3929,3130
3930,3440
3931,3658
3932,3555
3933,3414
3934,3470
3935,3500
3936,3509
3937,3488
3938,3421
3939,3304
3940,3152
3941,3054
3942,2834
3943,2506
3944,2231
3945,2068
3946,1930
3947,1863
3948,1879
3949,2001
3950,2197
3951,2422
3952,2749
3953,3083
3954,3377
3955,3556
3956,3490
3957,3348
3958,3397
3959,3428
3960,3421
3961,3402
3962,3318
3963,3220
3964,3090
3965,3009
3966,2791
3967,2456
3968,2170
3969,2056
3970,1935
3971,1858
3972,1995
3973,2202
3974,2369
3975,2533
3976,2735
3977,3038
3978,3324
3979,3497
3980,3400
3981,3255
3982,3290
3983,3314
3984,3311
3985,3305
3986,3234
3987,3151
3988,3026
3989,2959
3990,2763
3991,2480
3992,2245
3993,2075
3994,1939
3995,1920
3996,1949
3997,2043
3998,2152
3999,2286
4000,2562
4001,2893
4002,3230
4003,3447
4004,3396
4005,3282
4006,3314
4007,3350
4008,3380
4009,3395
4010,3350
4011,3275
4012,3138
4013,3071
4014,2884
4015,2588
4016,2321
4017,2167
4018,2014
4019,1903
4020,1891
4021,1986
4022,2076
4023,2184
4024,2458
4025,2816
4026,3171
4027,3417
4028,3365
4029,3269
4030,3339
4031,3403
4032,3433
4033,3453
4034,3474
4035,3351
4036,3185
4037,3016
4038,2741
4039,2427
4040,2145
4041,1953
4042,1866
4043,1867
4044,1945
4045,2105
4046,2343
4047,2578
4048,2890
4049,3160
4050,3373
4051,3509
4052,3703
4053,3805
4054,3857
4055,3866
4056,3824
4057,3741
4058,3595
4059,3412
4060,3241
4061,3105
4062,2853
4063,2481
4064,2189
4065,2026
4066,1912
4067,1897
4068,1938
4069,2074
4070,2307
4071,2528
4072,2808
4073,3054
4074,3250
4075,3326
4076,3516
4077,3600
4078,3639
4079,3663
4080,3650
4081,3582
4082,3424
4083,3350
4084,3202
4085,3123
4086,2931
4087,2595
4088,2320
4089,2147
4090,2032
4091,1927
4092,1928
4093,2043
4094,2219
4095,2411
4096,2734
4097,3096
4098,3402
4099,3639
4100,3597
4101,3495
4102,3575
4103,3641
4104,3667
4105,3677
4106,3617
4107,3515
4108,3335
4109,3199
4110,2937
4111,2593
4112,2299
4113,2132
4114,1997
4115,1908
4116,1942
4117,2042
4118,2231
4119,2450
4120,2778
4121,3104
4122,3403
4123,3593
4124,3521
4125,3384
4126,3427
4127,3444
4128,3434
4129,3416
4130,3331
4131,3229
4132,3080
4133,2994
4134,2776
4135,2467
4136,2212
4137,2077
4138,1945
4139,1877
4140,1892
4141,2010
4142,2160
4143,2368
4144,2696
4145,3029
4146,3304
4147,3471
4148,3406
4149,3275
4150,3253
4151,3260
4152,3238
4153,3206
4154,3126
4155,3013
4156,2873
4157,2815
4158,2633
4159,2394
4160,2167
4161,2048
4162,1930
4163,1840
4164,1852
4165,1939
4166,2062
4167,2190
4168,2436
4169,2723
4170,2968
4171,3153
4172,3069
4173,2939
4174,2934
4175,2915
4176,2895
4177,2892
4178,2859
4179,2816
4180,2694
4181,2658
4182,2510
4183,2269
4184,2075
4185,1952
4186,1821
4187,1766
4188,1790
4189,1862
4190,1961
4191,2065
4192,2299
4193,2580
4194,2852
4195,3031
4196,2932
4197,2802
4198,2819
4199,2831
4200,2837
4201,2861
4202,2904
4203,2827
4204,2732
4205,2680
4206,2532
4207,2268
4208,1977
4209,1791
4210,1707
4211,1748
4212,1830
4213,1950
4214,2177
4215,2373
4216,2672
4217,2907
4218,3099
4219,3185
4220,3343
4221,3393
4222,3421
4223,3413
4224,3377
4225,3312
4226,3201
4227,3071
4228,2951
4229,2868
4230,2668
4231,2342
4232,2037
4233,1853
4234,1779
4235,1794
4236,1858
4237,1979
4238,2195
4239,2389
4240,2690
4241,2919
4242,3116
4243,3220
4244,3372
4245,3442
4246,3484
4247,3491
4248,3476
4249,3429
4250,3266
4251,3179
4252,3041
4253,2967
4254,2759
4255,2441
4256,2187
4257,2051
4258,1925
4259,1864
4260,1907
4261,2029
4262,2210
4263,2414
4264,2717
4265,3069
4266,3381
4267,3571
4268,3528
4269,3425
4270,3489
4271,3536
4272,3557
4273,3556
4274,3485
4275,3384
4276,3208
4277,3106
4278,2896
4279,2574
4280,2289
4281,2137
4282,1979
4283,1937
4284,1952
4285,2052
4286,2192
4287,2410
4288,2773
4289,3121
4290,3435
4291,3639
4292,3596
4293,3511
4294,3587
4295,3641
4296,3660
4297,3656
4298,3581
4299,3466
4300,3290
4301,3182
4302,2938
4303,2616
4304,2334
4305,2176
4306,2064
4307,1964
4308,1967
4309,2078
4310,2248
4311,2435
4312,2756
4313,3102
4314,3422
4315,3644
4316,3575
4317,3460
4318,3494
4319,3539
4320,3555
4321,3550
4322,3476
4323,3361
4324,3179
4325,3061
4326,2854
4327,2557
4328,2303
4329,2135
4330,2014
4331,1924
4332,1937
4333,2014
4334,2142
4335,2254
4336,2501
4337,2854
4338,3153
4339,3379
4340,3305
4341,3189
4342,3238
4343,3268
4344,3265
4345,3290
4346,3251
4347,3181
4348,3024
4349,2910
4350,2717
4351,2469
4352,2242
4353,2101
4354,1988
4355,1922
4356,1930
4357,2012
4358,2119
4359,2179
4360,2414
4361,2740
4362,3017
4363,3245
4364,3183
4365,3049
4366,3087
4367,3124
4368,3155
4369,3181
4370,3226
4371,3133
4372,3003
4373,2915
4374,2709
4375,2394
4376,2103
4377,1912
4378,1860
4379,1850
4380,1902
4381,2048
4382,2263
4383,2492
4384,2788
4385,3036
4386,3244
4387,3369
4388,3556
4389,3653
4390,3704
4391,3728
4392,3712
4393,3654
4394,3521
4395,3370
4396,3217
4397,3112
4398,2871
4399,2528
4400,2205
4401,2020
4402,1955
4403,1938
4404,1989
4405,2130
4406,2363
4407,2568
4408,2818
4409,3070
4410,3262
4411,3372
4412,3542
4413,3616
4414,3634
4415,3649
4416,3621
4417,3551
4418,3367
4419,3263
4420,3115
4421,3029
4422,2814
4423,2510
4424,2263
4425,2121
4426,1989
4427,1909
4428,1912
4429,2016
4430,2145
4431,2263
4432,2459
4433,2746
4434,3024
4435,3215
4436,3154
4437,3029
4438,3038
4439,3058
4440,3062
4441,3049
4442,2991
4443,2915
4444,2763
4445,2651
4446,2440
4447,2253
4448,2086
4449,1952
4450,1871
4451,1807
4452,1816
4453,1942
4454,2148
4455,2402
4456,2704
4457,3047
4458,3361
4459,3560
4460,3489
4461,3312
4462,3329
4463,3333
4464,3321
4465,3305
4466,3241
4467,3160
4468,3023
4469,2941
4470,2730
4471,2435
4472,2196
4473,2088
4474,1978
4475,1890
4476,1904
4477,2036
4478,2225
4479,2374
4480,2731
4481,3081
4482,3355
4483,3554
4484,3494
4485,3352
4486,3414
4487,3439
4488,3455
4489,3459
4490,3403
4491,3309
4492,3156
4493,3049
4494,2820
4495,2526
4496,2283
4497,2124
4498,1970
4499,1903
4500,1926
4501,2009
4502,2135
4503,2251
4504,2507
4505,2838
4506,3162
4507,3389
4508,3359
4509,3268
4510,3336
4511,3378
4512,3416
4513,3441
4514,3398
4515,3332
4516,3166
4517,3040
4518,2807
4519,2521
4520,2271
4521,2157
4522,2034
4523,1951
4524,1929
4525,2005
4526,2151
4527,2238
4528,2464
4529,2753
4530,3061
4531,3299
4532,3286
4533,3194
4534,3268
4535,3341
4536,3389
4537,3431
4538,3479
4539,3388
4540,3236
4541,3109
4542,2863
4543,2521
4544,2181
4545,2006
4546,1914
4547,1899
4548,1955
4549,2100
4550,2337
4551,2540
4552,2830
4553,3125
4554,3355
4555,3516
4556,3769
4557,3916
4558,4001
4559,4059
4560,4078
4561,4053
4562,3941
4563,3800
4564,3636
4565,3477
4566,3212
4567,2835
4568,2525
4569,2326
4570,2206
4571,2179
4572,2183
4573,2276
4574,2467
4575,2656
4576,2964
4577,3234
4578,3500
4579,3697
4580,3945
4581,4104
4582,4220
4583,4316
4584,4341
4585,4311
4586,4157
4587,4037
4588,3829
4589,3660
4590,3357
4591,2959
4592,2616
4593,2436
4594,2268
4595,2163
4596,2170
4597,2277
4598,2464
4599,2656
4600,3022
4601,3410
4602,3770
4603,4072
4604,4106
4605,4034
4606,4154
4607,4218
4608,4234
4609,4218
4610,4103
4611,3959
4612,3779
4613,3655
4614,3370
4615,2974
4616,2643
4617,2464
4618,2320
4619,2206
4620,2244
4621,2355
4622,2550
4623,2733
4624,3024
4625,3352
4626,3661
4627,3898
4628,3857
4629,3738
4630,3820
4631,3825
4632,3801
4633,3756
4634,3658
4635,3572
4636,3464
4637,3381
4638,3145
4639,2815
4640,2533
4641,2362
4642,2202
4643,2121
4644,2129
4645,2235
4646,2437
4647,2646
4648,2974
4649,3325
4650,3632
4651,3887
4652,3830
4653,3684
4654,3722
4655,3744
4656,3711
4657,3665
4658,3554
4659,3416
4660,3242
4661,3164
4662,2963
4663,2651
4664,2389
4665,2224
4666,2098
4667,2028
4668,2032
4669,2112
4670,2248
4671,2368
4672,2629
4673,2999
4674,3357
4675,3594
4676,3543
4677,3405
4678,3420
4679,3439
4680,3437
4681,3434
4682,3391
4683,3300
4684,3138
4685,3042
4686,2834
4687,2537
4688,2298
4689,2171
4690,2067
4691,1962
4692,1968
4693,2037
4694,2159
4695,2245
4696,2481
4697,2817
4698,3106
4699,3311
4700,3245
4701,3148
4702,3197
4703,3244
4704,3258
4705,3287
4706,3319
4707,3202
4708,3064
4709,2951
4710,2720
4711,2373
4712,2067
4713,1884
4714,1825
4715,1824
4716,1894
4717,2040
4718,2293
4719,2496
4720,2773
4721,3032
4722,3206
4723,3305
4724,3471
4725,3551
4726,3559
4727,3554
4728,3500
4729,3434
4730,3283
4731,3123
4732,2981
4733,2915
4734,2690
4735,2339
4736,2002
4737,1857
4738,1808
4739,1811
4740,1859
4741,2011
4742,2235
4743,2437
4744,2717
4745,2965
4746,3142
4747,3236
4748,3367
4749,3417
4750,3429
4751,3420
4752,3386
4753,3323
4754,3160
4755,3088
4756,2974
4757,2937
4758,2745
4759,2435
4760,2176
4761,2023
4762,1900
4763,1839
4764,1862
4765,1986
4766,2185
4767,2386
4768,2705
4769,3062
4770,3369
4771,3591
4772,3530
4773,3393
4774,3454
4775,3471
4776,3468
4777,3452
4778,3392
4779,3296
4780,3185
4781,3136
4782,2936
4783,2611
4784,2331
4785,2195
4786,2052
4787,1953
4788,1963
4789,2080
4790,2234
4791,2464
4792,2822
4793,3214
4794,3558
4795,3803
4796,3772
4797,3659
4798,3739
4799,3795
4800,3817
4801,3806
4802,3739
4803,3633
4804,3457
4805,3359
4806,3125
4807,2786
4808,2497
4809,2341
4810,2176
4811,2053
4812,2040
4813,2165
4814,2356
4815,2564
4816,2908
4817,3310
4818,3670
4819,3945
4820,3923
4821,3819
4822,3904
4823,3969
4824,3995
4825,3988
4826,3917
4827,3795
4828,3597
4829,3437
